Wall time,Step,Value
1672775078.2149088,1,0.14560000598430634
1672775105.5042691,2,0.22589999437332153
1672775133.9824493,3,0.23899999260902405
1672775161.408003,4,0.22139999270439148
1672775188.256857,5,0.3188000023365021
1672775216.3688347,6,0.30480000376701355
1672775244.1246247,7,0.3873000144958496
1672775270.176971,8,0.4320000112056732
1672775298.326536,9,0.41819998621940613
1672775326.3299842,10,0.39250001311302185
1672775352.701703,11,0.36340001225471497
1672775380.9096737,12,0.4131999909877777
1672775409.9500427,13,0.4675000011920929
1672775437.6186178,14,0.38040000200271606
1672775465.5329497,15,0.40230000019073486
1672775493.4176114,16,0.4489000141620636
1672775521.2107835,17,0.4618000090122223
1672775549.1513212,18,0.4535999894142151
1672775578.02484,19,0.4742000102996826
1672775606.6509857,20,0.4275999963283539
1672775634.4955034,21,0.4196999967098236
1672775663.7879875,22,0.3443000018596649
1672775692.394762,23,0.43799999356269836
1672775719.8873062,24,0.398499995470047
1672775749.175722,25,0.4521999955177307
1672775778.344011,26,0.4950999915599823
1672775805.37321,27,0.5009999871253967
1672775834.5723045,28,0.5267999768257141
1672775863.6699414,29,0.48500001430511475
1672775890.6156652,30,0.4797999858856201
1672775920.347193,31,0.5080999732017517
1672775949.621048,32,0.5325999855995178
1672775977.1656196,33,0.4909000098705292
1672776006.3720102,34,0.544700026512146
1672776035.4359517,35,0.5090000033378601
1672776062.6125665,36,0.5455999970436096
1672776092.0008535,37,0.5281000137329102
1672776121.0613596,38,0.5432000160217285
1672776148.3651986,39,0.5224000215530396
1672776176.7130303,40,0.4352000057697296
1672776205.8957582,41,0.5577999949455261
1672776233.5183513,42,0.5267999768257141
1672776261.507074,43,0.5141000151634216
1672776290.428725,44,0.5497999787330627
1672776317.934438,45,0.4478999972343445
1672776346.2976763,46,0.48980000615119934
1672776375.188465,47,0.5468000173568726
1672776403.6629739,48,0.4683000147342682
1672776431.4572399,49,0.5568000078201294
1672776460.918373,50,0.5156000256538391
1672776488.936646,51,0.5486999750137329
1672776516.805915,52,0.507099986076355
1672776545.6631885,53,0.5134999752044678
1672776574.9511774,54,0.5260999798774719
1672776602.942636,55,0.5113000273704529
1672776631.744523,56,0.5582000017166138
1672776660.284975,57,0.5430999994277954
1672776688.0840766,58,0.49889999628067017
1672776717.5009694,59,0.5602999925613403
1672776746.5002038,60,0.5317999720573425
1672776773.4479437,61,0.5365999937057495
1672776802.046961,62,0.5557000041007996
1672776831.5263462,63,0.5264999866485596
1672776858.6597617,64,0.5630000233650208
1672776887.0571754,65,0.5727999806404114
1672776916.0037668,66,0.5285999774932861
1672776943.6463556,67,0.546999990940094
1672776972.3125267,68,0.5496000051498413
1672777001.4566655,69,0.5525000095367432
1672777029.5404475,70,0.546500027179718
1672777057.8844326,71,0.5716000199317932
1672777087.1314175,72,0.5631999969482422
1672777115.4854624,73,0.5625
1672777143.3195813,74,0.569100022315979
1672777172.5165493,75,0.5534999966621399
1672777200.7649422,76,0.5776000022888184
1672777228.8539898,77,0.5809999704360962
1672777257.7404013,78,0.47350001335144043
1672777286.5201764,79,0.503600001335144
1672777314.522398,80,0.551800012588501
1672777343.3202558,81,0.5715000033378601
1672777372.1729012,82,0.5435000061988831
1672777399.8233154,83,0.5651999711990356
1672777429.5685866,84,0.5634999871253967
1672777458.6046724,85,0.5676000118255615
1672777486.0887172,86,0.5374000072479248
1672777514.961593,87,0.555899977684021
1672777543.85887,88,0.573199987411499
1672777570.9055805,89,0.5812000036239624
1672777600.0505116,90,0.5435000061988831
1672777629.0727913,91,0.5559999942779541
1672777656.198113,92,0.5246999859809875
1672777685.446811,93,0.4943999946117401
1672777714.6598902,94,0.5590999722480774
1672777741.8752165,95,0.5479999780654907
1672777770.7311454,96,0.5730999708175659
1672777799.402857,97,0.5460000038146973
1672777827.4255219,98,0.5648000240325928
1672777856.2469127,99,0.544700026512146
1672777884.826738,100,0.564300000667572
1672777913.2241647,101,0.5504999756813049
1672777941.655072,102,0.5821999907493591
1672777970.8369172,103,0.557699978351593
1672777999.425484,104,0.5548999905586243
1672778027.448361,105,0.570900022983551
1672778056.7356038,106,0.5843999981880188
1672778085.0738099,107,0.5949000120162964
1672778113.3206856,108,0.5788999795913696
1672778142.4866703,109,0.5239999890327454
1672778171.03523,110,0.5758000016212463
1672778199.102176,111,0.565500020980835
1672778228.8187225,112,0.5278000235557556
1672778258.2108402,113,0.527999997138977
1672778286.0987482,114,0.5582000017166138
1672778315.370597,115,0.5340999960899353
1672778344.176857,116,0.5504000186920166
1672778371.271801,117,0.5649999976158142
1672778400.3451483,118,0.5544999837875366
1672778429.2340722,119,0.5756999850273132
1672778456.3663895,120,0.5873000025749207
1672778485.0428913,121,0.5796999931335449
1672778514.143844,122,0.5914999842643738
1672778541.2489047,123,0.5774999856948853
1672778569.9540415,124,0.5942000150680542
1672778598.6962304,125,0.5817000269889832
1672778625.8388813,126,0.5803999900817871
1672778654.5603185,127,0.5877000093460083
1672778683.695922,128,0.5835999846458435
1672778711.5153754,129,0.5771999955177307
1672778740.33339,130,0.5921000242233276
1672778768.9459128,131,0.5430999994277954
1672778796.4160924,132,0.5422999858856201
1672778823.7415543,133,0.5918999910354614
1672778852.9664617,134,0.5694000124931335
1672778880.9720738,135,0.5857999920845032
1672778908.966769,136,0.5683000087738037
1672778938.0512302,137,0.5727999806404114
1672778966.4134455,138,0.5612000226974487
1672778994.3102758,139,0.578000009059906
1672779023.347765,140,0.5925999879837036
1672779052.0378544,141,0.5913000106811523
1672779079.5453632,142,0.5670999884605408
1672779108.609611,143,0.5684999823570251
1672779137.576258,144,0.5781000256538391
1672779164.9923687,145,0.5781000256538391
1672779194.3321867,146,0.5932000279426575
1672779222.8805988,147,0.5777000188827515
1672779250.2286687,148,0.5874999761581421
1672779279.6358933,149,0.5932000279426575
1672779308.5562139,150,0.5382999777793884
1672779335.6101472,151,0.5659000277519226
1672779364.4102197,152,0.5910000205039978
1672779393.2489405,153,0.5978000164031982
1672779420.9575038,154,0.5950999855995178
1672779449.5277038,155,0.578499972820282
1672779478.2972248,156,0.5676000118255615
1672779506.3835173,157,0.5802000164985657
1672779534.6885192,158,0.5975000262260437
1672779563.6541562,159,0.6015999913215637
1672779592.0026555,160,0.5989000201225281
1672779620.0906541,161,0.5662999749183655
1672779648.9737885,162,0.5871000289916992
1672779676.979514,163,0.5960000157356262
1672779704.649841,164,0.5914000272750854
1672779733.5705416,165,0.5857999920845032
1672779762.2866523,166,0.571399986743927
1672779789.3484116,167,0.5871000289916992
1672779818.399503,168,0.5866000056266785
1672779847.468557,169,0.6022999882698059
1672779875.3126788,170,0.5792999863624573
1672779904.472541,171,0.5963000059127808
1672779933.478485,172,0.5806999802589417
1672779960.6591077,173,0.5590000152587891
1672779989.9238486,174,0.5974000096321106
1672780018.5267215,175,0.5673999786376953
1672780045.4549332,176,0.5339999794960022
1672780074.861197,177,0.5673999786376953
1672780103.785163,178,0.5981000065803528
1672780131.0973327,179,0.5896000266075134
1672780159.8738754,180,0.5857999920845032
1672780188.3115897,181,0.5892999768257141
1672780215.813415,182,0.6046000123023987
1672780243.5163052,183,0.5845000147819519
1672780272.4100573,184,0.5964999794960022
1672780300.5793936,185,0.5648999810218811
1672780328.7432246,186,0.5881999731063843
1672780358.2019308,187,0.6021000146865845
1672780386.1438026,188,0.5968000292778015
1672780414.1768706,189,0.5860999822616577
1672780443.4075727,190,0.5957000255584717
1672780471.8899395,191,0.6098999977111816
1672780499.7624245,192,0.5842000246047974
1672780528.581055,193,0.5856999754905701
1672780557.5517848,194,0.6064000129699707
1672780584.991365,195,0.6054999828338623
1672780614.2497056,196,0.5728999972343445
1672780643.372035,197,0.5863000154495239
1672780670.9235594,198,0.5924999713897705
1672780699.784021,199,0.5856000185012817
1672780728.6588063,200,0.5946000218391418
1672780755.4240308,201,0.599399983882904
1672780783.947022,202,0.602400004863739
1672780813.147098,203,0.5957000255584717
1672780840.5372233,204,0.6029999852180481
1672780868.932607,205,0.6086000204086304
1672780898.1736803,206,0.6068000197410583
1672780925.8323305,207,0.6122999787330627
1672780955.1469028,208,0.599399983882904
1672780984.3886085,209,0.595300018787384
1672781012.2521677,210,0.5824999809265137
1672781041.0737143,211,0.5911999940872192
1672781069.5473552,212,0.6025999784469604
1672781097.7013855,213,0.5812000036239624
1672781125.524785,214,0.5764999985694885
1672781155.0634565,215,0.5853999853134155
1672781183.5630689,216,0.6007000207901001
1672781212.1754925,217,0.5939000248908997
1672781240.8224187,218,0.5985000133514404
1672781269.174477,219,0.5943999886512756
1672781296.4669771,220,0.5629000067710876
1672781325.2987723,221,0.6089000105857849
1672781353.9993544,222,0.6031000018119812
1672781381.3518014,223,0.6000999808311462
1672781410.4410412,224,0.6068999767303467
1672781440.094606,225,0.614799976348877
1672781467.8231187,226,0.6134999990463257
1672781496.9388218,227,0.611299991607666
1672781526.091303,228,0.6136000156402588
1672781553.652621,229,0.5996000170707703
1672781582.536916,230,0.6068000197410583
1672781611.525821,231,0.6068000197410583
1672781638.584438,232,0.6011000275611877
1672781667.9539897,233,0.5939000248908997
1672781697.2074354,234,0.6047999858856201
1672781724.7850754,235,0.5950000286102295
1672781753.8405278,236,0.593500018119812
1672781783.0484931,237,0.609499990940094
1672781810.5546293,238,0.6028000116348267
1672781839.0611134,239,0.6065999865531921
1672781868.0224702,240,0.598800003528595
1672781895.7921555,241,0.6057000160217285
1672781924.0621448,242,0.595300018787384
1672781952.8094006,243,0.6021999716758728
1672781981.1438677,244,0.6075999736785889
1672782009.5599756,245,0.5861999988555908
1672782039.2339149,246,0.5824999809265137
1672782067.8424447,247,0.6032000184059143
1672782095.3962078,248,0.6018000245094299
1672782124.3793063,249,0.5995000004768372
1672782153.212581,250,0.6141999959945679
1672782181.1684122,251,0.617900013923645
1672782210.1790106,252,0.6161999702453613
1672782238.905099,253,0.6107000112533569
1672782266.0350285,254,0.5971999764442444
1672782294.8009758,255,0.6062999963760376
1672782324.1182818,256,0.6115000247955322
1672782351.3449986,257,0.6157000064849854
1672782380.574263,258,0.5898000001907349
1672782410.2658515,259,0.6136000156402588
1672782437.6694071,260,0.6118999719619751
1672782467.29221,261,0.6118000149726868
1672782496.4780765,262,0.6132000088691711
1672782523.6417289,263,0.6134999990463257
1672782553.0640657,264,0.6043999791145325
1672782582.1576376,265,0.6180999875068665
1672782610.0702298,266,0.614799976348877
1672782638.6311588,267,0.6097999811172485
1672782667.7647007,268,0.6132000088691711
1672782695.3450599,269,0.6018999814987183
1672782723.5598567,270,0.5888000130653381
1672782752.7417738,271,0.6047999858856201
1672782780.9295607,272,0.5993000268936157
1672782809.0139878,273,0.6133999824523926
1672782838.525176,274,0.6144999861717224
1672782866.8338358,275,0.6018999814987183
1672782895.3759232,276,0.6129000186920166
1672782924.4339263,277,0.6144999861717224
1672782952.8317645,278,0.6049000024795532
1672782980.1639545,279,0.6115999817848206
1672783009.3124573,280,0.6078000068664551
1672783038.1167004,281,0.6132000088691711
1672783065.76799,282,0.6061000227928162
1672783095.5183258,283,0.6211000084877014
1672783124.5564613,284,0.6166999936103821
1672783151.951248,285,0.619700014591217
1672783180.6365466,286,0.6150000095367432
1672783209.8754795,287,0.6134999990463257
1672783236.7002332,288,0.6008999943733215
1672783266.3942227,289,0.6144000291824341
1672783295.5793786,290,0.6161999702453613
1672783322.6165917,291,0.6197999715805054
1672783351.536302,292,0.6108999848365784
1672783380.9110198,293,0.6184999942779541
1672783408.6153119,294,0.6158000230789185
1672783437.2241178,295,0.6154999732971191
1672783465.873378,296,0.6161999702453613
1672783492.9455462,297,0.6148999929428101
1672783521.220451,298,0.6189000010490417
1672783550.1382456,299,0.6144000291824341
1672783577.997996,300,0.6227999925613403
1672783606.6554127,301,0.6140000224113464
1672783635.8052247,302,0.6111999750137329
1672783664.1258738,303,0.609000027179718
1672783693.0358806,304,0.6176999807357788
1672783721.8438659,305,0.6190999746322632
1672783749.9039342,306,0.616599977016449
1672783777.6900883,307,0.6193000078201294
1672783806.440981,308,0.6150000095367432
1672783834.9931607,309,0.6190999746322632
1672783861.9867089,310,0.6123999953269958
1672783890.859386,311,0.6150000095367432
1672783919.9857416,312,0.6194999814033508
1672783947.5668914,313,0.6189000010490417
1672783976.3865957,314,0.6186000108718872
1672784005.824115,315,0.6248000264167786
1672784033.5730703,316,0.6180999875068665
1672784063.1456332,317,0.618399977684021
1672784092.1829493,318,0.6211000084877014
1672784119.9571047,319,0.6146000027656555
1672784148.8757312,320,0.6154000163078308
1672784178.0248342,321,0.6240000128746033
1672784205.2033055,322,0.6240000128746033
1672784234.9008226,323,0.6223000288009644
1672784263.6617856,324,0.625
1672784290.9603796,325,0.6164000034332275
1672784319.4767413,326,0.6162999868392944
1672784348.5082479,327,0.6200000047683716
1672784376.6190429,328,0.6129000186920166
1672784404.782174,329,0.6183000206947327
1672784434.1601841,330,0.6219000220298767
1672784461.874248,331,0.6205000281333923
1672784489.7861319,332,0.6173999905586243
1672784518.4826136,333,0.6207000017166138
1672784546.654943,334,0.6243000030517578
1672784574.149433,335,0.623199999332428
1672784603.560589,336,0.6205999851226807
1672784632.3607275,337,0.6244999766349792
1672784660.5320182,338,0.6273999810218811
1672784689.5607789,339,0.6197999715805054
1672784718.283425,340,0.6258999705314636
1672784745.6608663,341,0.6273999810218811
1672784774.7259846,342,0.6272000074386597
1672784803.4192107,343,0.6245999932289124
1672784831.073655,344,0.6259999871253967
1672784860.2972255,345,0.6273999810218811
1672784889.0786765,346,0.6287000179290771
1672784916.5240266,347,0.628600001335144
1672784945.8653305,348,0.6247000098228455
1672784975.1457007,349,0.6295999884605408
1672785002.1258593,350,0.6294999718666077
1672785030.809237,351,0.6276000142097473
1672785059.8989367,352,0.6284000277519226
1672785087.6903908,353,0.628000020980835
1672785116.664824,354,0.6158000230789185
1672785145.3629527,355,0.6182000041007996
1672785173.1762283,356,0.6204000115394592
1672785201.6696284,357,0.6176999807357788
1672785230.7931345,358,0.6197999715805054
1672785259.4779623,359,0.6248000264167786
1672785287.3470905,360,0.6110000014305115
1672785316.2720065,361,0.6205000281333923
1672785344.5779178,362,0.6245999932289124
1672785372.8340926,363,0.6247000098228455
1672785401.9427707,364,0.6248999834060669
1672785430.638676,365,0.6222000122070312
1672785458.7444007,366,0.6251000165939331
1672785487.5718265,367,0.6215000152587891
1672785516.4527013,368,0.628600001335144
1672785544.1236196,369,0.6261000037193298
1672785572.9384205,370,0.6273000240325928
1672785601.4067261,371,0.6251999735832214
1672785628.8193982,372,0.628000020980835
1672785657.9275682,373,0.6266000270843506
1672785687.0977411,374,0.6274999976158142
1672785714.0162215,375,0.6272000074386597
1672785742.8950107,376,0.6295999884605408
1672785772.4087186,377,0.6265000104904175
1672785799.6936448,378,0.6287000179290771
1672785827.836238,379,0.6287000179290771
1672785856.5485811,380,0.6295999884605408
1672785884.7521477,381,0.630299985408783
1672785913.715292,382,0.630299985408783
1672785942.7017748,383,0.6291000247001648
1672785970.5900958,384,0.6218000054359436
1672785998.8927348,385,0.6284999847412109
1672786027.8173387,386,0.6256999969482422
1672786055.7620366,387,0.6263999938964844
1672786083.8093762,388,0.6261000037193298
1672786112.9975178,389,0.6297000050544739
1672786140.8945785,390,0.6190000176429749
1672786168.999871,391,0.6291999816894531
1672786198.0925858,392,0.6305999755859375
1672786226.490009,393,0.6274999976158142
1672786254.0995748,394,0.6322000026702881
1672786283.2887633,395,0.6317999958992004
1672786311.828542,396,0.6312000155448914
1672786339.3706856,397,0.6315000057220459
1672786368.768841,398,0.6341999769210815
1672786397.7084193,399,0.6283000111579895
1672786424.6790602,400,0.6327999830245972
1672786453.0385773,401,0.6291999816894531
1672786482.040257,402,0.6273999810218811
1672786509.7955215,403,0.6319000124931335
1672786539.1581285,404,0.6347000002861023
1672786568.2499628,405,0.6338000297546387
1672786594.9163013,406,0.6328999996185303
1672786623.5454996,407,0.6326000094413757
1672786652.5079248,408,0.6340000033378601
